Date;Feed Composition 1;Feed Composition 2;Effluent composition 1;Effluent composition 3;Conversion;Feed Flow;Inlet Temp;Temp1;Temp2;Temp3;Temp4;Temp5;Temp6;Outlet Temp;Water in Temp;Water out Temp;Water Flow;
14-Apr-17;23,050;8,960;2,470;2,010;89,284;249,999;150,132;158,189;160,729;164,607;166,591;163,751;163,464;152,486;150,005;158,976;850,123;
15-Apr-17;24,420;8,570;2,540;1,780;89,599;251,437;150,057;158,819;161,649;166,094;168,438;164,968;163,769;151,998;150,010;159,499;849,985;
16-Apr-17;24,120;8,650;2,570;1,970;89,345;249,968;150,152;158,706;161,370;165,573;167,730;164,540;163,879;152,440;149,997;159,361;849,137;
17-Apr-17;23,310;8,220;2,380;1,960;89,790;250,085;150,167;158,159;160,687;164,590;166,537;163,701;163,455;152,372;149,995;158,864;850,474;
18-Apr-17;22,140;10,320;2,440;1,770;88,979;249,882;149,837;158,233;160,863;164,741;166,777;163,830;163,609;152,326;150,010;159,027;850,113;
19-Apr-17;22,090;9,640;2,440;1,470;88,954;224,831;149,753;157,887;160,169;164,511;167,173;163,424;162,128;151,397;150,010;158,336;850,301;
20-Apr-17;21,540;9,490;2,180;2,410;89,879;249,868;151,271;158,140;160,394;164,188;166,396;163,336;162,777;152,365;149,995;158,705;850,467;
21-Apr-17;20,410;12,360;2,050;1,920;89,956;175,004;151,145;155,993;157,469;162,089;164,990;161,014;158,475;150,579;149,999;156,226;850,409;
22-Apr-17;23,920;10,800;2,820;1,530;88,211;263,597;150,444;159,132;161,961;165,924;168,513;165,428;165,012;152,282;150,025;159,802;849,354;
23-Apr-17;25,830;11,720;3,020;1,560;88,308;250,009;151,201;159,958;163,048;168,068;171,452;166,800;164,129;151,815;150,009;160,680;850,498;
24-Apr-17;26,760;10,750;3,150;1,500;88,229;230,044;152,250;161,238;164,183;169,581;173,329;168,139;163,890;153,054;151,999;161,656;850,281;
25-Apr-17;25,850;7,740;2,600;1,810;89,942;230,061;155,146;163,653;166,487;171,807;175,020;169,902;165,819;156,263;155,001;164,134;850,638;
26-Apr-17;24,650;7,760;2,400;1,890;90,264;229,950;157,097;163,374;165,644;170,642;173,505;168,977;165,942;156,385;155,006;163,774;884,529;
27-Apr-17;25,030;7,520;2,400;1,910;90,412;229,969;159,207;163,791;165,931;170,966;173,950;169,272;166,168;156,413;155,006;164,206;886,486;
28-Apr-17;24,030;6,440;2,450;2,280;89,804;230,016;159,160;160,582;161,786;165,520;167,639;164,624;164,506;154,471;151,999;160,771;885,040;
29-Apr-17;20,990;6,530;2,570;1,830;87,756;239,966;159,038;159,960;160,913;163,811;165,537;163,374;164,260;154,892;152,001;160,156;882,562;
30-Apr-17;16,930;0,460;1,810;2,630;89,309;225,009;159,013;158,442;158,897;161,160;162,436;160,642;161,684;155,109;152,002;158,694;887,072;
1-May-17;14,360;0,370;1,850;1,260;87,117;199,535;159,209;154,893;154,652;156,071;157,053;155,927;157,296;152,738;149,997;154,898;888,360;
2-May-17;14,640;0,400;1,220;1,650;91,667;139,942;162,096;154,021;153,869;156,096;157,478;155,769;156,495;150,875;150,006;154,244;887,985;
3-May-17;16,280;0,290;1,690;1,620;89,619;160,021;162,034;155,166;154,915;157,130;158,452;156,699;157,815;151,772;150,007;155,162;886,852;
4-May-17;18,500;0,270;1,680;2,090;90,919;169,935;162,128;156,139;156,003;158,334;159,763;157,954;159,211;152,325;150,001;156,146;889,527;
5-May-17;19,570;0,290;#YOK;2,180;#YOK;169,952;162,131;156,294;156,162;158,713;160,209;158,233;159,396;152,040;149,995;156,188;889,064;
6-May-17;19,450;0,290;1,640;1,840;91,568;170,075;162,154;156,228;156,077;158,647;160,142;158,116;159,396;151,739;150,005;156,083;887,324;
7-May-17;22,280;0,280;1,510;2,060;93,223;150,177;162,080;156,209;156,273;159,701;161,609;158,909;159,773;150,957;150,006;156,102;886,624;
8-May-17;20,730;0,400;1,580;2,140;92,378;170,061;162,214;156,642;156,568;159,475;161,042;158,855;159,966;151,768;150,007;156,515;886,469;
9-May-17;44,710;0,350;1,510;1,770;96,623;179,984;162,002;156,892;156,817;159,622;161,193;158,999;160,265;151,608;150,006;156,711;880,529;
10-May-17;21,480;0,340;1,990;1,880;90,736;189,982;162,132;157,320;157,166;159,696;161,194;159,274;160,805;152,604;150,004;157,115;880,330;
11-May-17;20,280;0,370;2,360;2,130;88,363;200,027;162,055;157,175;156,879;159,051;160,355;158,749;160,308;153,316;149,998;156,958;880,160;
12-May-17;17,160;4,670;2,260;1,100;86,830;130,199;164,072;154,613;154,502;156,915;158,681;156,893;158,437;150,604;150,002;154,831;881,018;
13-May-17;22,790;4,050;1,820;2,520;92,014;150,035;164,135;156,817;156,886;160,538;162,735;159,790;160,379;151,396;150,008;156,737;880,486;
14-May-17;20,640;4,350;2,000;2,080;90,310;171,906;163,991;156,908;156,712;159,655;161,329;159,081;160,304;151,692;150,002;156,732;879,909;
15-May-17;21,340;5,020;#YOK;1,720;#YOK;175,038;164,138;157,175;157,029;160,062;162,039;159,551;160,983;151,442;149,996;156,973;881,002;
16-May-17;29,910;7,340;2,310;1,910;92,277;175,031;164,058;159,734;160,322;165,924;169,657;164,369;162,418;150,895;150,006;159,286;879,427;
17-May-17;33,410;4,870;2,750;1,590;91,769;175,089;164,133;160,484;161,329;167,595;172,218;165,826;162,125;150,679;150,008;159,947;880,021;
18-May-17;36,260;4,620;2,970;1,710;91,809;175,080;162,079;159,318;160,317;166,546;171,201;164,806;162,255;148,970;148,019;158,726;879,660;
19-May-17;34,480;4,930;2,920;1,730;91,531;175,003;162,106;158,780;159,586;165,205;169,278;163,706;162,793;149,052;147,998;158,266;880,582;
20-May-17;27,490;6,680;2,090;2,200;92,397;175,079;162,075;156,881;157,098;161,102;163,764;160,349;161,894;149,680;148,005;156,544;879,227;
21-May-17;23,440;6,020;2,010;1,820;91,425;174,994;162,124;155,908;155,908;159,043;161,096;158,583;160,721;150,043;147,996;155,729;880,146;
22-May-17;24,370;5,400;2,150;1,700;91,178;175,022;161,980;156,302;156,403;159,776;162,024;159,214;161,296;149,799;148,001;156,068;879,556;
23-May-17;26,690;3,990;2,600;1,550;90,259;195,044;162,119;157,602;157,765;161,214;163,512;160,693;162,808;150,390;148,000;157,262;879,530;
24-May-17;27,550;4,700;2,540;1,770;90,780;208,555;161,686;158,221;158,539;161,989;164,346;161,537;163,579;150,887;148,020;157,872;879,753;
25-May-17;28,970;4,680;2,980;1,730;89,713;230,000;162,088;158,385;158,525;161,725;163,942;161,467;163,986;150,730;146,989;157,849;882,397;
26-May-17;25,060;4,810;2,380;1,960;90,503;184,983;162,099;153,498;153,143;155,842;157,694;155,635;158,407;148,355;145,001;153,232;880,246;
27-May-17;25,020;4,590;2,620;1,930;89,528;184,895;162,092;153,413;152,976;155,402;157,100;155,345;158,236;148,923;145,010;153,137;878,920;
28-May-17;23,980;3,500;3,050;2,080;87,281;185,046;162,065;152,908;152,321;154,482;155,940;154,403;157,109;149,386;144,997;152,627;880,133;
29-May-17;24,650;4,710;2,360;2,060;90,426;164,922;162,134;152,669;152,362;155,080;156,932;154,788;157,333;148,338;145,005;152,565;879,524;
30-May-17;23,760;4,380;2,290;2,220;90,362;180,958;162,087;153,094;152,644;155,065;156,721;154,875;157,297;148,841;145,008;152,769;880,447;
31-May-17;24,880;4,640;2,330;2,310;90,635;174,602;161,948;153,199;152,878;155,540;157,397;155,366;157,901;148,514;145,004;152,966;880,912;
1-Jun-17;14,690;43,240;#YOK;#YOK;OFFLINE;3,190;84,462;133,620;133,568;133,781;134,026;133,701;133,886;82,070;133,478;134,020;880,375;
2-Jun-17;24,840;6,230;#YOK;#YOK;OFFLINE;3,622;86,967;134,189;134,177;134,393;134,576;134,269;134,448;82,959;133,930;134,562;879,607;
3-Jun-17;22,760;5,300;#YOK;#YOK;OFFLINE;4,571;89,817;135,003;135,003;135,215;135,511;135,177;135,305;85,827;134,947;135,377;879,413;
4-Jun-17;19,960;4,900;#YOK;#YOK;OFFLINE;0,255;87,023;133,084;133,072;133,265;133,534;133,268;133,435;83,582;132,764;133,552;879,484;
5-Jun-17;21,010;4,630;#YOK;#YOK;OFFLINE;-0,032;77,890;125,664;125,660;125,861;126,123;125,833;126,009;77,629;125,454;126,141;881,199;
6-Jun-17;20,170;6,090;#YOK;#YOK;OFFLINE;4,881;93,242;134,738;134,722;134,914;135,161;134,860;135,016;84,559;134,637;135,095;880,696;
7-Jun-17;19,560;6,640;#YOK;#YOK;OFFLINE;4,899;88,948;132,692;132,672;132,888;133,105;132,849;132,958;86,045;132,601;133,081;880,549;
8-Jun-17;18,330;3,960;#YOK;#YOK;OFFLINE;4,071;88,929;133,208;133,197;133,413;133,639;133,272;133,453;84,161;133,123;133,646;879,842;
9-Jun-17;18,410;4,210;#YOK;#YOK;OFFLINE;5,364;89,091;132,130;132,131;132,347;132,580;132,203;132,431;83,506;132,124;132,540;879,695;
10-Jun-17;19,220;3,530;#YOK;#YOK;OFFLINE;5,898;87,061;130,155;130,153;130,363;130,687;130,291;130,414;83,462;130,159;130,542;880,633;
11-Jun-17;19,660;2,970;#YOK;#YOK;OFFLINE;5,672;86,843;127,282;127,279;127,488;127,728;127,421;127,548;83,754;127,268;127,646;879,969;
12-Jun-17;17,580;5,790;#YOK;#YOK;OFFLINE;6,643;89,052;127,904;127,888;128,090;128,354;128,054;128,160;86,481;127,875;128,290;879,638;
13-Jun-17;17,190;5,330;#YOK;#YOK;OFFLINE;6,238;85,949;127,433;127,418;127,625;127,905;127,621;127,779;86,000;127,403;127,825;879,921;
14-Jun-17;18,270;2,540;2,020;1,270;88,944;190,005;164,812;151,540;150,799;152,593;153,837;152,552;154,735;148,109;144,987;151,648;880,301;
15-Jun-17;25,460;4,150;2,440;1,500;90,416;220,032;165,140;160,187;160,322;163,843;166,354;163,480;165,000;152,207;150,005;159,788;879,105;
16-Jun-17;30,240;5,130;3,090;1,340;89,782;250,167;165,034;163,331;164,232;168,780;172,293;168,236;168,508;152,071;150,027;162,825;878,581;
17-Jun-17;34,400;4,300;3,390;1,670;90,145;280,184;164,430;165,701;167,698;173,082;177,327;172,198;170,199;153,083;150,085;165,509;879,438;
18-Jun-17;29,330;4,120;3,890;3,090;86,737;329,825;160,567;163,918;166,080;169,764;172,562;169,777;171,326;155,634;150,024;164,297;879,627;
19-Jun-17;23,340;4,660;3,710;1,730;84,105;289,931;165,065;161,205;160,843;162,968;164,713;163,236;165,649;156,120;150,000;160,631;880,265;
20-Jun-17;20,720;5,690;2,610;1,960;87,403;240,016;165,102;160,983;160,898;163,320;165,249;163,319;164,647;155,691;151,999;160,641;879,810;
21-Jun-17;20,020;6,280;2,360;1,950;88,212;205,082;165,027;161,830;162,105;165,057;167,456;164,777;165,243;156,125;153,996;161,686;880,476;
22-Jun-17;20,520;6,500;2,650;1,590;87,086;205,016;168,063;162,260;162,307;165,460;168,095;165,178;165,557;155,662;154,000;162,103;879,557;
23-Jun-17;20,630;6,970;2,180;1,930;89,433;170,057;168,217;160,816;160,871;164,081;167,009;163,913;163,945;154,994;153,996;160,705;879,941;
24-Jun-17;21,390;6,410;2,370;1,850;88,920;179,684;167,776;161,854;162,052;165,220;168,081;165,078;165,378;155,645;154,000;161,711;879,317;
25-Jun-17;18,390;5,710;2,280;1,520;87,602;192,357;167,667;160,899;160,758;163,161;165,356;163,242;164,217;155,595;154,004;160,744;879,656;
26-Jun-17;19,090;6,120;2,340;1,980;87,742;200,008;168,053;161,248;160,990;163,197;165,225;163,268;164,380;156,748;154,002;161,031;880,582;
27-Jun-17;19,650;6,490;2,240;2,010;88,601;205,024;168,136;162,509;162,370;164,686;166,753;164,830;165,729;157,539;154,997;162,263;880,076;
28-Jun-17;19,390;6,750;2,340;2,120;87,932;204,961;168,131;162,555;162,415;164,672;166,770;164,895;165,773;157,754;155,001;162,326;881,240;
29-Jun-17;19,780;6,440;2,390;1,980;87,917;207,576;168,314;162,601;162,459;164,545;166,586;164,801;166,204;157,791;154,996;162,489;880,277;
30-Jun-17;17,650;6,120;2,140;1,550;87,875;205,049;168,084;161,910;161,704;163,823;165,842;163,921;165,015;157,039;155,004;161,798;879,549;
1-Jul-17;17,920;5,860;2,150;1,550;88,002;189,888;167,977;161,425;161,253;163,343;165,460;163,562;164,592;156,875;155,008;161,363;880,540;
2-Jul-17;22,180;2,630;2,250;1,600;89,856;190,158;170,047;164,728;164,834;167,656;170,615;167,818;167,993;158,412;156,999;164,558;879,798;
3-Jul-17;23,850;3,950;2,690;1,700;88,721;210,368;170,056;166,075;166,349;169,363;172,576;169,485;169,475;158,760;157,000;165,749;880,557;
4-Jul-17;25,450;2,890;2,700;1,590;89,391;230,003;170,123;167,243;167,637;170,599;173,864;170,855;171,020;159,290;156,997;166,897;880,105;
5-Jul-17;25,950;2,650;2,950;1,640;88,632;210,007;170,117;166,634;167,002;170,053;173,511;170,397;170,384;158,891;157,004;166,296;880,574;
6-Jul-17;23,980;2,550;2,850;1,530;88,115;190,033;164,055;164,460;165,319;168,058;171,301;168,579;168,893;158,561;156,983;164,479;880,378;
7-Jul-17;21,340;2,650;2,650;1,500;87,582;175,056;164,128;163,468;164,026;166,557;169,532;167,065;167,329;158,417;156,994;163,406;879,593;
8-Jul-17;20,410;5,300;2,530;1,500;87,604;174,989;164,091;163,359;163,965;166,599;169,747;167,119;167,210;158,152;157,001;163,349;880,768;
9-Jul-17;22,480;5,570;2,910;1,570;87,055;190,044;164,079;164,309;165,200;168,112;171,639;168,577;168,379;158,333;157,000;164,354;880,066;
10-Jul-17;24,800;4,980;2,590;1,570;89,556;189,621;163,915;164,432;165,368;168,227;171,578;168,627;168,559;158,799;157,004;164,471;879,110;
11-Jul-17;19,210;0,000;1,790;1,620;90,682;150,089;164,145;162,126;162,489;164,699;167,423;165,316;165,533;158,083;157,006;162,130;879,948;
12-Jul-17;16,420;#YOK;1,480;1,800;90,987;150,086;164,176;161,532;161,764;163,727;166,000;164,180;164,377;158,182;156,999;161,581;879,425;
13-Jul-17;18,140;#YOK;1,550;2,030;91,455;150,156;164,092;161,915;162,214;164,380;166,919;164,864;164,888;158,244;156,998;161,926;879,713;
14-Jul-17;20,160;#YOK;2,010;2,380;90,030;159,986;164,110;162,737;163,156;165,429;168,111;165,918;166,001;158,806;157,000;162,689;880,108;
15-Jul-17;21,060;#YOK;2,210;2,170;89,506;179,956;163,979;163,450;163,978;166,177;168,801;166,680;167,054;159,530;156,998;163,466;878,567;
16-Jul-17;22,010;0,000;2,610;2,000;88,142;180,005;164,134;163,666;164,271;166,404;169,073;167,068;167,559;159,746;156,998;163,727;880,932;
17-Jul-17;22,370;4,460;2,400;2,160;89,271;179,961;164,098;163,930;164,599;167,098;170,330;167,546;167,720;159,054;156,999;163,899;879,643;
18-Jul-17;23,150;5,330;3,090;1,750;86,652;199,965;164,003;164,541;165,357;167,707;170,830;168,200;168,712;159,679;157,000;164,606;878,946;
19-Jul-17;22,710;5,420;3,240;2,020;85,733;200,071;164,065;164,589;165,374;167,690;170,840;168,361;168,879;159,721;157,005;164,626;880,603;
20-Jul-17;22,790;5,260;2,970;2,050;86,968;199,937;164,083;164,355;165,056;167,281;170,458;168,063;168,825;159,995;156,990;164,429;880,068;
21-Jul-17;#YOK;#YOK;3,020;1,620;#YOK;199,957;164,109;163,847;164,363;166,283;169,064;167,049;168,225;159,816;157,002;163,899;878,659;
22-Jul-17;20,620;5,070;2,690;1,790;86,954;170,017;164,065;162,973;163,386;165,482;168,681;166,385;166,982;158,729;157,003;162,978;879,463;
23-Jul-17;19,660;5,430;2,410;1,800;87,742;150,044;164,064;162,270;162,671;164,971;168,637;165,914;165,898;157,934;157,002;162,304;881,281;
24-Jul-17;21,220;4,130;2,680;1,850;87,370;170,030;164,024;163,036;163,479;165,523;168,633;166,395;167,173;159,094;156,994;163,102;880,708;
25-Jul-17;24,020;3,560;3,250;1,720;86,470;194,933;164,069;164,382;165,070;167,171;170,332;168,139;169,302;160,037;157,003;164,510;879,171;
26-Jul-17;22,520;3,280;2,930;1,730;86,989;183,487;164,095;163,582;164,088;166,053;169,134;166,955;168,040;159,529;156,989;163,673;880,258;
27-Jul-17;18,830;3,400;3,110;1,030;83,484;160,066;164,099;162,075;162,355;164,092;167,005;165,066;166,288;158,038;156,997;162,126;880,000;
28-Jul-17;18,180;5,050;2,150;1,790;88,174;160,053;164,091;162,072;162,338;164,052;166,812;164,955;165,699;158,965;156,989;162,140;881,741;
29-Jul-17;18,270;4,990;2,300;1,860;87,411;160,096;164,058;162,193;162,476;164,230;167,091;165,104;165,881;158,976;157,000;162,275;879,559;
30-Jul-17;19,130;4,880;2,230;1,910;88,343;160,046;164,088;162,402;162,707;164,495;167,412;165,408;166,269;159,290;156,996;162,516;880,574;
31-Jul-17;18,530;5,050;2,390;2,090;87,102;160,057;164,084;162,227;162,504;164,191;167,045;165,118;165,843;159,366;156,998;162,299;881,343;
1-Aug-17;19,150;4,310;2,470;2,120;87,102;160,021;164,009;162,354;162,663;164,358;167,225;165,313;166,079;159,447;156,999;162,411;880,408;
2-Aug-17;21,280;0,900;1,970;2,510;90,742;160,091;164,030;162,870;163,294;165,149;168,357;166,178;167,031;159,251;156,997;162,926;880,412;
3-Aug-17;21,070;2,900;2,600;0,000;87,660;160,148;164,011;162,969;163,433;165,258;168,566;166,422;167,350;159,348;157,005;163,085;879,668;
4-Aug-17;22,220;2,350;3,920;1,980;82,358;284,747;163,623;165,862;166,907;168,532;171,063;169,593;171,009;163,673;157,003;166,183;881,209;
5-Aug-17;23,870;2,420;3,290;1,470;86,217;200,153;164,086;164,495;165,186;166,997;170,369;168,253;169,362;160,586;157,000;164,574;881,094;
6-Aug-17;25,800;2,130;3,150;1,720;87,791;200,031;164,000;165,031;165,932;167,934;171,877;169,442;170,326;160,156;157,002;165,171;880,164;
7-Aug-17;26,090;2,400;3,440;1,450;86,815;214,971;163,838;165,720;166,769;168,799;172,776;170,342;171,400;160,621;157,003;165,902;879,387;
8-Aug-17;26,450;4,780;3,300;2,250;87,524;221,459;163,411;165,920;167,172;169,205;173,351;170,855;171,554;160,754;157,012;166,164;880,257;
9-Aug-17;23,450;3,400;3,000;2,130;87,207;200,020;163,908;164,392;165,086;166,782;170,296;168,151;169,269;159,819;157,006;164,571;880,822;
10-Aug-17;18,930;2,000;2,630;1,770;86,107;170,067;155,067;161,500;162,404;163,643;166,179;164,715;166,241;160,038;157,004;161,738;880,070;
11-Aug-17;19,380;2,110;2,070;1,470;89,319;160,118;155,085;161,522;162,451;163,952;167,101;165,172;166,164;158,940;156,993;161,686;880,975;
12-Aug-17;15,570;3,040;3,080;1,040;80,218;160,466;155,102;160,365;161,034;162,021;163,900;162,794;164,042;159,920;157,003;160,664;880,294;
13-Aug-17;17,860;3,550;3,510;1,470;80,347;170,064;155,068;160,882;161,690;162,738;164,802;163,564;164,910;160,860;157,003;161,207;880,331;
14-Aug-17;18,070;3,910;2,980;1,480;83,509;170,153;155,052;164,001;165,084;166,333;168,880;167,314;168,275;162,905;159,999;164,280;880,930;
15-Aug-17;18,550;5,160;3,690;1,390;80,108;170,248;154,963;159,226;159,945;161,017;163,145;161,879;163,468;159,185;154,994;159,531;881,428;
16-Aug-17;21,190;5,210;3,240;1,810;84,710;169,537;149,978;161,578;162,901;164,276;167,267;165,484;166,675;160,563;156,995;161,782;879,774;
17-Aug-17;#YOK;#YOK;2,140;3,460;#YOK;170,120;150,087;162,664;164,096;165,518;168,688;166,809;167,842;161,680;158,001;162,847;880,255;
18-Aug-17;19,990;5,890;3,060;1,860;84,692;170,090;150,072;162,246;163,601;164,890;167,688;166,039;167,140;161,535;158,003;162,444;879,199;
19-Aug-17;22,670;5,560;3,370;2,080;85,135;170,072;150,095;162,840;164,321;165,739;168,966;167,140;168,202;161,656;157,998;163,006;879,490;
20-Aug-17;22,820;5,580;2,740;2,620;87,993;170,120;150,110;162,819;164,299;165,683;168,974;167,080;168,081;161,697;158,005;163,001;879,935;
21-Aug-17;21,770;5,320;3,340;2,210;84,658;170,028;150,036;162,485;163,828;165,094;167,952;166,383;167,478;161,864;157,995;162,683;879,840;
22-Aug-17;20,370;5,870;3,490;2,210;82,867;170,044;150,075;159,267;160,338;161,398;163,767;162,444;163,868;159,795;155,002;159,495;881,488;
23-Aug-17;18,480;5,910;3,270;1,840;82,305;179,978;150,042;158,988;160,076;161,053;163,149;162,006;163,410;159,980;154,992;159,339;880,359;
24-Aug-17;19,870;4,700;2,940;2,080;85,204;179,976;150,120;169,270;171,264;172,687;176,386;174,197;174,108;167,385;164,999;169,363;880,417;
25-Aug-17;19,720;4,740;2,410;2,910;87,779;180,100;150,250;169,778;171,834;173,342;177,401;174,902;174,478;167,499;165,014;169,869;879,843;
26-Aug-17;#YOK;#YOK;#YOK;#YOK;OFFLINE;-0,069;84,791;137,091;137,106;139,183;137,640;137,099;137,506;118,997;136,295;137,687;879,779;
27-Aug-17;#YOK;#YOK;#YOK;#YOK;OFFLINE;-0,069;76,886;86,956;86,928;87,211;87,531;87,206;87,174;78,479;86,564;87,027;880,788;
28-Aug-17;#YOK;#YOK;#YOK;#YOK;OFFLINE;-0,083;74,190;86,381;86,398;86,548;86,857;86,596;86,600;76,252;85,906;86,520;880,021;
29-Aug-17;#YOK;#YOK;#YOK;#YOK;OFFLINE;-0,084;72,675;81,400;81,421;81,522;81,856;81,588;81,677;73,738;80,988;81,493;880,319;
30-Aug-17;#YOK;#YOK;#YOK;#YOK;OFFLINE;-0,079;80,623;93,916;93,944;94,073;94,421;94,174;94,171;78,626;93,723;94,089;880,474;
31-Aug-17;#YOK;#YOK;#YOK;#YOK;OFFLINE;-0,069;90,176;100,032;100,048;100,168;100,489;100,233;100,235;82,474;99,926;100,176;879,652;
1-Sep-17;#YOK;#YOK;#YOK;#YOK;OFFLINE;-0,080;90,504;103,825;103,814;103,970;104,172;103,994;103,955;83,220;103,651;103,949;880,269;
2-Sep-17;#YOK;#YOK;#YOK;#YOK;OFFLINE;-0,077;94,749;105,152;105,138;105,290;105,573;105,347;105,354;83,196;105,012;105,264;880,592;
3-Sep-17;#YOK;#YOK;#YOK;#YOK;OFFLINE;-0,080;86,141;105,054;105,054;105,192;105,508;105,242;105,261;83,433;104,843;105,201;879,623;
4-Sep-17;#YOK;#YOK;#YOK;#YOK;OFFLINE;-0,079;91,975;105,288;105,291;105,424;105,700;105,488;105,423;83,731;105,143;105,408;881,142;
5-Sep-17;#YOK;#YOK;#YOK;#YOK;OFFLINE;-0,069;91,564;105,806;105,809;105,954;106,255;105,990;106,025;84,181;105,631;105,958;879,886;
6-Sep-17;24,610;0,010;#YOK;#YOK;#YOK;165,349;149,815;170,996;172,226;174,436;180,732;177,223;173,404;165,498;164,596;169,861;879,194;
7-Sep-17;22,720;0,000;2,680;1,940;88,204;260,343;149,990;172,663;175,335;177,367;182,080;179,200;178,435;168,346;164,999;172,212;879,395;
8-Sep-17;25,510;#YOK;3,300;1,830;87,064;209,981;150,145;172,838;174,686;176,842;182,691;179,170;176,420;166,967;165,006;171,804;881,195;
9-Sep-17;26,530;#YOK;2,970;2,060;88,805;198,211;150,081;172,921;174,634;176,877;183,212;179,439;175,626;166,865;164,990;171,774;880,299;
10-Sep-17;26,110;0,000;3,430;1,610;86,863;197,286;150,081;172,825;174,461;176,683;183,106;179,402;174,744;166,395;165,001;171,698;880,048;
11-Sep-17;30,620;3,410;4,450;1,710;85,467;240,123;150,127;172,213;174,811;177,239;183,877;180,213;177,570;165,061;161,996;171,548;880,875;
12-Sep-17;32,020;2,630;3,940;2,240;87,695;240,029;150,111;172,506;175,200;177,689;184,404;180,686;177,901;165,928;161,991;171,845;880,662;
13-Sep-17;28,790;3,310;#YOK;#YOK;OFFLINE;-0,019;87,182;140,290;140,296;140,525;140,719;140,417;140,560;85,371;140,067;140,815;880,492;
14-Sep-17;25,150;6,840;#YOK;#YOK;OFFLINE;0,343;89,184;137,596;137,619;137,834;138,060;137,765;137,953;83,757;137,697;138,101;880,171;
15-Sep-17;20,060;8,680;#YOK;#YOK;OFFLINE;0,295;88,658;137,164;137,133;137,360;137,613;137,242;137,458;85,124;137,144;137,582;880,107;
16-Sep-17;17,860;9,390;#YOK;#YOK;OFFLINE;0,502;91,287;136,634;136,614;136,830;137,058;136,732;136,900;84,460;136,600;137,043;880,155;
17-Sep-17;16,360;8,020;#YOK;#YOK;OFFLINE;0,230;93,398;139,302;139,285;139,503;139,722;139,411;139,595;85,897;139,226;139,710;880,124;
18-Sep-17;17,770;6,520;#YOK;#YOK;OFFLINE;2,475;94,879;137,746;137,721;137,949;138,181;137,865;138,022;88,104;137,694;138,172;880,533;
